UNOME,QTDE,PERC,PAIS,LETRAS,REV,L0,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11,L12,L13,L14,L15
DOCKHORN,2,0.0031,DE,8,NROHKCOD,N,R,O,H,K,C,O,D,,,,,,,,
DIVINO,2,0.0031,,6,ONIVID,O,N,I,V,I,D,,,,,,,,,,
MORBECK,2,0.0031,,7,KCEBROM,K,C,E,B,R,O,M,,,,,,,,,
MORBACH,2,0.0031,DE,7,HCABROM,H,C,A,B,R,O,M,,,,,,,,,
DITTER,2,0.0031,,6,RETTID,R,E,T,T,I,D,,,,,,,,,,
DONINI,2,0.0031,IT,6,ININOD,I,N,I,N,O,D,,,,,,,,,,
SABENCA,2,0.0031,,7,ACNEBAS,A,C,N,E,B,A,S,,,,,,,,,
LIBERAL,2,0.0031,,7,LAREBIL,L,A,R,E,B,I,L,,,,,,,,,
LIBERATO,2,0.0031,,8,OTAREBIL,O,T,A,R,E,B,I,L,,,,,,,,
SALAZAR,2,0.0031,,7,RAZALAS,R,A,Z,A,L,A,S,,,,,,,,,
SAKIYAMA,2,0.0031,JP,8,AMAYIKAS,A,M,A,Y,I,K,A,S,,,,,,,,
DENIUR,2,0.0031,,6,RUINED,R,U,I,N,E,D,,,,,,,,,,
LAURENTINO,2,0.0031,,10,ONITNERUAL,O,N,I,T,N,E,R,U,A,L,,,,,,
SAKAMOTO,2,0.0031,JP,8,OTOMAKAS,O,T,O,M,A,K,A,S,,,,,,,,
LAURIA,2,0.0031,,6,AIRUAL,A,I,R,U,A,L,,,,,,,,,,
DEOCLECIO,2,0.0031,,9,OICELCOED,O,I,C,E,L,C,O,E,D,,,,,,,
DEOLINDO,2,0.0031,,8,ODNILOED,O,D,N,I,L,O,E,D,,,,,,,,
LISA,2,0.0031,,4,ASIL,A,S,I,L,,,,,,,,,,,,
DEON,2,0.0031,,4,NOED,N,O,E,D,,,,,,,,,,,,
LAURIANO,2,0.0031,,8,ONAIRUAL,O,N,A,I,R,U,A,L,,,,,,,,
DEROSSI,2,0.0031,,7,ISSORED,I,S,S,O,R,E,D,,,,,,,,,
ROZADO,2,0.0031,,6,ODAZOR,O,D,A,Z,O,R,,,,,,,,,,
DESCHAMPS,2,0.0031,,9,SPMAHCSED,S,P,M,A,H,C,S,E,D,,,,,,,
DESIDERIO,2,0.0031,,9,OIREDISED,O,I,R,E,D,I,S,E,D,,,,,,,
DETANICO,2,0.0031,,8,OCINATED,O,C,I,N,A,T,E,D,,,,,,,,
LIPPI,2,0.0031,,5,IPPIL,I,P,P,I,L,,,,,,,,,,,
LAVORATO,2,0.0031,,8,OTAROVAL,O,T,A,R,O,V,A,L,,,,,,,,
MONNERAT,2,0.0031,,8,TARENNOM,T,A,R,E,N,N,O,M,,,,,,,,
LAZARO,2,0.0031,,6,ORAZAL,O,R,A,Z,A,L,,,,,,,,,,
LAZZAROTTO,2,0.0031,IT,10,OTTORAZZAL,O,T,T,O,R,A,Z,Z,A,L,,,,,,
MONSORES,2,0.0031,,8,SEROSNOM,S,E,R,O,S,N,O,M,,,,,,,,
MONTALVAO,2,0.0031,,9,OAVLATNOM,O,A,V,L,A,T,N,O,M,,,,,,,
LICHT,2,0.0031,,5,THCIL,T,H,C,I,L,,,,,,,,,,,
MONTEL,2,0.0031,,6,LETNOM,L,E,T,N,O,M,,,,,,,,,,
PILLAR,2,0.0031,,6,RALLIP,R,A,L,L,I,P,,,,,,,,,,
MILANEZI,2,0.0031,,8,IZENALIM,I,Z,E,N,A,L,I,M,,,,,,,,
LOSS,2,0.0031,,4,SSOL,S,S,O,L,,,,,,,,,,,,
MARCHINI,2,0.0031,IT,8,INIHCRAM,I,N,I,H,C,R,A,M,,,,,,,,
CORAZZA,2,0.0031,,7,AZZAROC,A,Z,Z,A,R,O,C,,,,,,,,,
COQUEIRO,2,0.0031,,8,ORIEUQOC,O,R,I,E,U,Q,O,C,,,,,,,,
MEIER,2,0.0031,FR,5,REIEM,R,E,I,E,M,,,,,,,,,,,
MARCON,2,0.0031,,6,NOCRAM,N,O,C,R,A,M,,,,,,,,,,
MARCOS,2,0.0031,,6,SOCRAM,S,O,C,R,A,M,,,,,,,,,,
COPETTI,2,0.0031,IT,7,ITTEPOC,I,T,T,E,P,O,C,,,,,,,,,
COPATI,2,0.0031,,6,ITAPOC,I,T,A,P,O,C,,,,,,,,,,
MECENAS,2,0.0031,,7,SANECEM,S,A,N,E,C,E,M,,,,,,,,,
MAZZONI,2,0.0031,IT,7,INOZZAM,I,N,O,Z,Z,A,M,,,,,,,,,
CONSTANTINO,2,0.0031,,11,ONITNATSNOC,O,N,I,T,N,A,T,S,N,O,C,,,,,
MARIOTTI,2,0.0031,IT,8,ITTOIRAM,I,T,T,O,I,R,A,M,,,,,,,,
CONSTANCIO,2,0.0031,,10,OICNATSNOC,O,I,C,N,A,T,S,N,O,C,,,,,,
SCHRAMM,2,0.0031,,7,MMARHCS,M,M,A,R,H,C,S,,,,,,,,,
MAZZEI,2,0.0031,,6,IEZZAM,I,E,Z,Z,A,M,,,,,,,,,,
MAZO,2,0.0031,,4,OZAM,O,Z,A,M,,,,,,,,,,,,
SCHROEDER,2,0.0031,,9,REDEORHCS,R,E,D,E,O,R,H,C,S,,,,,,,
SCHUCK,2,0.0031,,6,KCUHCS,K,C,U,H,C,S,,,,,,,,,,
CORBELLINI,2,0.0031,IT,10,INILLEBROC,I,N,I,L,L,E,B,R,O,C,,,,,,
CORDOVIL,2,0.0031,,8,LIVODROC,L,I,V,O,D,R,O,C,,,,,,,,
COLPINI,2,0.0031,IT,7,INIPLOC,I,N,I,P,L,O,C,,,,,,,,,
SCHLEDER,2,0.0031,,8,REDELHCS,R,E,D,E,L,H,C,S,,,,,,,,
MELQUIADES,2,0.0031,,10,SEDAIUQLEM,S,E,D,A,I,U,Q,L,E,M,,,,,,
SCHEFER,2,0.0031,,7,REFEHCS,R,E,F,E,H,C,S,,,,,,,,,
COTTA,2,0.0031,,5,ATTOC,A,T,T,O,C,,,,,,,,,,,
MARACAJA,2,0.0031,,8,AJACARAM,A,J,A,C,A,R,A,M,,,,,,,,
SCHEIDT,2,0.0031,,7,TDIEHCS,T,D,I,E,H,C,S,,,,,,,,,
MELMAN,2,0.0031,,6,NAMLEM,N,A,M,L,E,M,,,,,,,,,,
CORVELO,2,0.0031,,7,OLEVROC,O,L,E,V,R,O,C,,,,,,,,,
SCHERRER,2,0.0031,,8,RERREHCS,R,E,R,R,E,H,C,S,,,,,,,,
MARANGON,2,0.0031,,8,NOGNARAM,N,O,G,N,A,R,A,M,,,,,,,,
SCHETTINO,2,0.0031,,9,ONITTEHCS,O,N,I,T,T,E,H,C,S,,,,,,,
CORSINO,2,0.0031,,7,ONISROC,O,N,I,S,R,O,C,,,,,,,,,
CORRADI,2,0.0031,,7,IDARROC,I,D,A,R,R,O,C,,,,,,,,,
MARCELLO,2,0.0031,IT,8,OLLECRAM,O,L,L,E,C,R,A,M,,,,,,,,
MARCHESE,2,0.0031,,8,ESEHCRAM,E,S,E,H,C,R,A,M,,,,,,,,
CORONEL,2,0.0031,,7,LENOROC,L,E,N,O,R,O,C,,,,,,,,,
MARCHETI,2,0.0031,,8,ITEHCRAM,I,T,E,H,C,R,A,M,,,,,,,,
MARCHETTI,2,0.0031,IT,9,ITTEHCRAM,I,T,T,E,H,C,R,A,M,,,,,,,
SCHULTZ,2,0.0031,,7,ZTLUHCS,Z,T,L,U,H,C,S,,,,,,,,,
MAROCCOLO,2,0.0031,,9,OLOCCORAM,O,L,O,C,C,O,R,A,M,,,,,,,
MENEGAZZO,2,0.0031,,9,OZZAGENEM,O,Z,Z,A,G,E,N,E,M,,,,,,,
CLEMENTINO,2,0.0031,,10,ONITNEMELC,O,N,I,T,N,E,M,E,L,C,,,,,,
SECO,2,0.0031,,4,OCES,O,C,E,S,,,,,,,,,,,,
CLAUS,2,0.0031,,5,SUALC,S,U,A,L,C,,,,,,,,,,,
CLAUDIO,2,0.0031,,7,OIDUALC,O,I,D,U,A,L,C,,,,,,,,,
MARTINES,2,0.0031,,8,SENITRAM,S,E,N,I,T,R,A,M,,,,,,,,
CLARO,2,0.0031,,5,ORALC,O,R,A,L,C,,,,,,,,,,,
CLARK,2,0.0031,,5,KRALC,K,R,A,L,C,,,,,,,,,,,
SEDLACEK,2,0.0031,,8,KECALDES,K,E,C,A,L,D,E,S,,,,,,,,
CISNE,2,0.0031,,5,ENSIC,E,N,S,I,C,,,,,,,,,,,
CISCOTTO,2,0.0031,IT,8,OTTOCSIC,O,T,T,O,C,S,I,C,,,,,,,,
CIROLINI,2,0.0031,IT,8,INILORIC,I,N,I,L,O,R,I,C,,,,,,,,
MATSUBARA,2,0.0031,JP,9,ARABUSTAM,A,R,A,B,U,S,T,A,M,,,,,,,
MARTON,2,0.0031,,6,NOTRAM,N,O,T,R,A,M,,,,,,,,,,
MATOLA,2,0.0031,,6,ALOTAM,A,L,O,T,A,M,,,,,,,,,,
CIRIACO,2,0.0031,,7,OCAIRIC,O,C,A,I,R,I,C,,,,,,,,,
CIPRIANO,2,0.0031,,8,ONAIRPIC,O,N,A,I,R,P,I,C,,,,,,,,
MATHEUS,2,0.0031,,7,SUEHTAM,S,U,E,H,T,A,M,,,,,,,,,
MASO,2,0.0031,,4,OSAM,O,S,A,M,,,,,,,,,,,,
MARTINELLI,2,0.0031,IT,10,ILLENITRAM,I,L,L,E,N,I,T,R,A,M,,,,,,
CLETO,2,0.0031,,5,OTELC,O,T,E,L,C,,,,,,,,,,,
SCHUMANN,2,0.0031,DE,8,NNAMUHCS,N,N,A,M,U,H,C,S,,,,,,,,
SECCHI,2,0.0031,,6,IHCCES,I,H,C,C,E,S,,,,,,,,,,
SCHUTZ,2,0.0031,,6,ZTUHCS,Z,T,U,H,C,S,,,,,,,,,,
MARREIRA,2,0.0031,,8,ARIERRAM,A,R,I,E,R,R,A,M,,,,,,,,
SCHWARZBOLD,2,0.0031,,11,DLOBZRAWHCS,D,L,O,B,Z,R,A,W,H,C,S,,,,,
COLETTO,2,0.0031,IT,7,OTTELOC,O,T,T,E,L,O,C,,,,,,,,,
MARREIRO,2,0.0031,,8,ORIERRAM,O,R,I,E,R,R,A,M,,,,,,,,
COL,2,0.0031,,3,LOC,L,O,C,,,,,,,,,,,,,
SCOFANO,2,0.0031,,7,ONAFOCS,O,N,A,F,O,C,S,,,,,,,,,
MARRONI,2,0.0031,IT,7,INORRAM,I,N,O,R,R,A,M,,,,,,,,,
SCOPEL,2,0.0031,,6,LEPOCS,L,E,P,O,C,S,,,,,,,,,,
SCORALICK,2,0.0031,,9,KCILAROCS,K,C,I,L,A,R,O,C,S,,,,,,,
MARTEL,2,0.0031,,6,LETRAM,L,E,T,R,A,M,,,,,,,,,,
MARTELL,2,0.0031,,7,LLETRAM,L,L,E,T,R,A,M,,,,,,,,,
SCOTELANO,2,0.0031,,9,ONALETOCS,O,N,A,L,E,T,O,C,S,,,,,,,
COCO,2,0.0031,,4,OCOC,O,C,O,C,,,,,,,,,,,,
SCOTTON,2,0.0031,,7,NOTTOCS,N,O,T,T,O,C,S,,,,,,,,,
MATURANA,2,0.0031,,8,ANARUTAM,A,N,A,R,U,T,A,M,,,,,,,,
MATTE,2,0.0031,,5,ETTAM,E,T,T,A,M,,,,,,,,,,,
MANZAN,2,0.0031,,6,NAZNAM,N,A,Z,N,A,M,,,,,,,,,,
COZENDEY,2,0.0031,,8,YEDNEZOC,Y,E,D,N,E,Z,O,C,,,,,,,,
LOUREDO,2,0.0031,,7,ODERUOL,O,D,E,R,U,O,L,,,,,,,,,
LUSA,2,0.0031,,4,ASUL,A,S,U,L,,,,,,,,,,,,
MILLAN,2,0.0031,,6,NALLIM,N,A,L,L,I,M,,,,,,,,,,
SANTAREM,2,0.0031,,8,MERATNAS,M,E,R,A,T,N,A,S,,,,,,,,
MILHOMENS,2,0.0031,,9,SNEMOHLIM,S,N,E,M,O,H,L,I,M,,,,,,,
DAMACENO,2,0.0031,,8,ONECAMAD,O,N,E,C,A,M,A,D,,,,,,,,
MILFONT,2,0.0031,,7,TNOFLIM,T,N,O,F,L,I,M,,,,,,,,,
DAMACENA,2,0.0031,,8,ANECAMAD,A,N,E,C,A,M,A,D,,,,,,,,
MILET,2,0.0031,FR,5,TELIM,T,E,L,I,M,,,,,,,,,,,
DALTRO,2,0.0031,,6,ORTLAD,O,R,T,L,A,D,,,,,,,,,,
MILANO,2,0.0031,,6,ONALIM,O,N,A,L,I,M,,,,,,,,,,
DALRI,2,0.0031,,5,IRLAD,I,R,L,A,D,,,,,,,,,,,
DALMOLIN,2,0.0031,,8,NILOMLAD,N,I,L,O,M,L,A,D,,,,,,,,
MASSON,2,0.0031,,6,NOSSAM,N,O,S,S,A,M,,,,,,,,,,
MACIAS,2,0.0031,,6,SAICAM,S,A,I,C,A,M,,,,,,,,,,
DALCIN,2,0.0031,,6,NICLAD,N,I,C,L,A,D,,,,,,,,,,
MADEIROS,2,0.0031,,8,SORIEDAM,S,O,R,I,E,D,A,M,,,,,,,,
MAGANHA,2,0.0031,,7,AHNAGAM,A,H,N,A,G,A,M,,,,,,,,,
DAIBERT,2,0.0031,,7,TREBIAD,T,R,E,B,I,A,D,,,,,,,,,
MINAMI,2,0.0031,,6,IMANIM,I,M,A,N,I,M,,,,,,,,,,
SANTANDER,2,0.0031,,9,REDNATNAS,R,E,D,N,A,T,N,A,S,,,,,,,
SARDELA,2,0.0031,,7,ALEDRAS,A,L,E,D,R,A,S,,,,,,,,,
LUPORINI,2,0.0031,IT,8,INIROPUL,I,N,I,R,O,P,U,L,,,,,,,,
LOURENCAO,2,0.0031,,9,OACNERUOL,O,A,C,N,E,R,U,O,L,,,,,,,
LOYOLA,2,0.0031,,6,ALOYOL,A,L,O,Y,O,L,,,,,,,,,,
LOZANO,2,0.0031,,6,ONAZOL,O,N,A,Z,O,L,,,,,,,,,,
SANDER,2,0.0031,,6,REDNAS,R,E,D,N,A,S,,,,,,,,,,
LUCIA,2,0.0031,,5,AICUL,A,I,C,U,L,,,,,,,,,,,
DANZIATO,2,0.0031,,8,OTAIZNAD,O,T,A,I,Z,N,A,D,,,,,,,,
LUCIANI,2,0.0031,,7,INAICUL,I,N,A,I,C,U,L,,,,,,,,,
SANDRINI,2,0.0031,IT,8,INIRDNAS,I,N,I,R,D,N,A,S,,,,,,,,
LUCINARI,2,0.0031,,8,IRANICUL,I,R,A,N,I,C,U,L,,,,,,,,
DANIN,2,0.0031,,5,NINAD,N,I,N,A,D,,,,,,,,,,,
LUDTKE,2,0.0031,,6,EKTDUL,E,K,T,D,U,L,,,,,,,,,,
DANESE,2,0.0031,,6,ESENAD,E,S,E,N,A,D,,,,,,,,,,
DAMKE,2,0.0031,,5,EKMAD,E,K,M,A,D,,,,,,,,,,,
SANMARTIN,2,0.0031,,9,NITRAMNAS,N,I,T,R,A,M,N,A,S,,,,,,,
LUDVIG,2,0.0031,,6,GIVDUL,G,I,V,D,U,L,,,,,,,,,,
DAMBROS,2,0.0031,,7,SORBMAD,S,O,R,B,M,A,D,,,,,,,,,
LUNDGREN,2,0.0031,,8,NERGDNUL,N,E,R,G,D,N,U,L,,,,,,,,
MICHELIN,2,0.0031,,8,NILEHCIM,N,I,L,E,H,C,I,M,,,,,,,,
MICHAEL,2,0.0031,,7,LEAHCIM,L,E,A,H,C,I,M,,,,,,,,,
MANOEL,2,0.0031,,6,LEONAM,L,E,O,N,A,M,,,,,,,,,,
MALLET,2,0.0031,FR,6,TELLAM,T,E,L,L,A,M,,,,,,,,,,
MERGULHAO,2,0.0031,,9,OAHLUGREM,O,A,H,L,U,G,R,E,M,,,,,,,
CUPERTINO,2,0.0031,,9,ONITREPUC,O,N,I,T,R,E,P,U,C,,,,,,,
MERCADANTE,2,0.0031,,10,ETNADACREM,E,T,N,A,D,A,C,R,E,M,,,,,,
SAVIOLI,2,0.0031,,7,ILOIVAS,I,L,O,I,V,A,S,,,,,,,,,
MEOTTI,2,0.0031,IT,6,ITTOEM,I,T,T,O,E,M,,,,,,,,,,
MANCIO,2,0.0031,,6,OICNAM,O,I,C,N,A,M,,,,,,,,,,
SCALCO,2,0.0031,,6,OCLACS,O,C,L,A,C,S,,,,,,,,,,
CRISTOVAO,2,0.0031,,9,OAVOTSIRC,O,A,V,O,T,S,I,R,C,,,,,,,
CRISTINO,2,0.0031,,8,ONITSIRC,O,N,I,T,S,I,R,C,,,,,,,,
MANDELLI,2,0.0031,IT,8,ILLEDNAM,I,L,L,E,D,N,A,M,,,,,,,,
MENON,2,0.0031,,5,NONEM,N,O,N,E,M,,,,,,,,,,,
MANESCHY,2,0.0031,,8,YHCSENAM,Y,H,C,S,E,N,A,M,,,,,,,,
CRESCENCIO,2,0.0031,,10,OICNECSERC,O,I,C,N,E,C,S,E,R,C,,,,,,
CREPALDI,2,0.0031,,8,IDLAPERC,I,D,L,A,P,E,R,C,,,,,,,,
MANGABEIRA,2,0.0031,,10,ARIEBAGNAM,A,R,I,E,B,A,G,N,A,M,,,,,,
CREMASCO,2,0.0031,,8,OCSAMERC,O,C,S,A,M,E,R,C,,,,,,,,
MENEGUELLI,2,0.0031,IT,10,ILLEUGENEM,I,L,L,E,U,G,E,N,E,M,,,,,,
MALTEZ,2,0.0031,ES,6,ZETLAM,Z,E,T,L,A,M,,,,,,,,,,
MALIZIA,2,0.0031,,7,AIZILAM,A,I,Z,I,L,A,M,,,,,,,,,
MICELI,2,0.0031,,6,ILECIM,I,L,E,C,I,M,,,,,,,,,,
CURTY,2,0.0031,,5,YTRUC,Y,T,R,U,C,,,,,,,,,,,
MAIO,2,0.0031,,4,OIAM,O,I,A,M,,,,,,,,,,,,
MAIOLI,2,0.0031,,6,ILOIAM,I,L,O,I,A,M,,,,,,,,,,
MIATELO,2,0.0031,,7,OLETAIM,O,L,E,T,A,I,M,,,,,,,,,
DAFLON,2,0.0031,,6,NOLFAD,N,O,L,F,A,D,,,,,,,,,,
METZKER,2,0.0031,,7,REKZTEM,R,E,K,Z,T,E,M,,,,,,,,,
SARINHO,2,0.0031,,7,OHNIRAS,O,H,N,I,R,A,S,,,,,,,,,
MESTER,2,0.0031,,6,RETSEM,R,E,T,S,E,M,,,,,,,,,,
CZEPIELEWSKI,2,0.0031,,12,IKSWELEIPEZC,I,K,S,W,E,L,E,I,P,E,Z,C,,,,
SARRI,2,0.0031,,5,IRRAS,I,R,R,A,S,,,,,,,,,,,
MALAGUTTI,2,0.0031,,9,ITTUGALAM,I,T,T,U,G,A,L,A,M,,,,,,,
SASAKI,2,0.0031,JP,6,IKASAS,I,K,A,S,A,S,,,,,,,,,,
CZAIKOWSKI,2,0.0031,,10,IKSWOKIAZC,I,K,S,W,O,K,I,A,Z,C,,,,,,
MALDONADO,2,0.0031,,9,ODANODLAM,O,D,A,N,O,D,L,A,M,,,,,,,
MALERBA,2,0.0031,,7,ABRELAM,A,B,R,E,L,A,M,,,,,,,,,
CURVO,2,0.0031,,5,OVRUC,O,V,R,U,C,,,,,,,,,,,
CURVINA,2,0.0031,,7,ANIVRUC,A,N,I,V,R,U,C,,,,,,,,,
CURVELLO,2,0.0031,IT,8,OLLEVRUC,O,L,L,E,V,R,U,C,,,,,,,,
LANES,2,0.0031,,5,SENAL,S,E,N,A,L,,,,,,,,,,,
RODOLFO,2,0.0031,,7,OFLODOR,O,F,L,O,D,O,R,,,,,,,,,
ROSITO,2,0.0031,,6,OTISOR,O,T,I,S,O,R,,,,,,,,,,
PEIXE,2,0.0031,,5,EXIEP,E,X,I,E,P,,,,,,,,,,,
PUPPIN,2,0.0031,,6,NIPPUP,N,I,P,P,U,P,,,,,,,,,,
FRANKE,2,0.0031,,6,EKNARF,E,K,N,A,R,F,,,,,,,,,,
FRANCK,2,0.0031,,6,KCNARF,K,C,N,A,R,F,,,,,,,,,,
PAULON,2,0.0031,,6,NOLUAP,N,O,L,U,A,P,,,,,,,,,,
PY,2,0.0031,,2,YP,Y,P,,,,,,,,,,,,,,
PAULETTO,2,0.0031,IT,8,OTTELUAP,O,T,T,E,L,U,A,P,,,,,,,,
HADAD,2,0.0031,,5,DADAH,D,A,D,A,H,,,,,,,,,,,
PAUFERRO,2,0.0031,,8,ORREFUAP,O,R,R,E,F,U,A,P,,,,,,,,
HAK,2,0.0031,,3,KAH,K,A,H,,,,,,,,,,,,,
HALLAL,2,0.0031,,6,LALLAH,L,A,L,L,A,H,,,,,,,,,,
QUELHAS,2,0.0031,,7,SAHLEUQ,S,A,H,L,E,U,Q,,,,,,,,,
PASTORIZA,2,0.0031,,9,AZIROTSAP,A,Z,I,R,O,T,S,A,P,,,,,,,
HANSEN,2,0.0031,,6,NESNAH,N,E,S,N,A,H,,,,,,,,,,
QUERINO,2,0.0031,,7,ONIREUQ,O,N,I,R,E,U,Q,,,,,,,,,
PASTORE,2,0.0031,,7,EROTSAP,E,R,O,T,S,A,P,,,,,,,,,
PASSAMANI,2,0.0031,,9,INAMASSAP,I,N,A,M,A,S,S,A,P,,,,,,,
PASSAGEM,2,0.0031,,8,MEGASSAP,M,E,G,A,S,S,A,P,,,,,,,,
HASHIMOTO,2,0.0031,JP,9,OTOMIHSAH,O,T,O,M,I,H,S,A,H,,,,,,,
PARRIAO,2,0.0031,,7,OAIRRAP,O,A,I,R,R,A,P,,,,,,,,,
PUPO,2,0.0031,,4,OPUP,O,P,U,P,,,,,,,,,,,,
PULINO,2,0.0031,,6,ONILUP,O,N,I,L,U,P,,,,,,,,,,
PUGLIESE,2,0.0031,,8,ESEILGUP,E,S,E,I,L,G,U,P,,,,,,,,
PEDRA,2,0.0031,,5,ARDEP,A,R,D,E,P,,,,,,,,,,,
FROIS,2,0.0031,FR,5,SIORF,S,I,O,R,F,,,,,,,,,,,
GUERIOS,2,0.0031,,7,SOIREUG,S,O,I,R,E,U,G,,,,,,,,,
PROENCA,2,0.0031,,7,ACNEORP,A,C,N,E,O,R,P,,,,,,,,,
PROFETA,2,0.0031,,7,ATEFORP,A,T,E,F,O,R,P,,,,,,,,,
FRITSCHE,2,0.0031,,8,EHCSTIRF,E,H,C,S,T,I,R,F,,,,,,,,
FRINHANI,2,0.0031,,8,INAHNIRF,I,N,A,H,N,I,R,F,,,,,,,,
GUIDO,2,0.0031,,5,ODIUG,O,D,I,U,G,,,,,,,,,,,
FRIEDRICH,2,0.0031,,9,HCIRDEIRF,H,C,I,R,D,E,I,R,F,,,,,,,
PECORA,2,0.0031,,6,AROCEP,A,R,O,C,E,P,,,,,,,,,,
GUSTAVO,2,0.0031,,7,OVATSUG,O,V,A,T,S,U,G,,,,,,,,,
FREITAG,2,0.0031,,7,GATIERF,G,A,T,I,E,R,F,,,,,,,,,
PAZZINI,2,0.0031,IT,7,INIZZAP,I,N,I,Z,Z,A,P,,,,,,,,,
GUIZZARDI,2,0.0031,,9,IDRAZZIUG,I,D,R,A,Z,Z,I,U,G,,,,,,,
PAZETTO,2,0.0031,IT,7,OTTEZAP,O,T,T,E,Z,A,P,,,,,,,,,
PRUDENCIO,2,0.0031,,9,OICNEDURP,O,I,C,N,E,D,U,R,P,,,,,,,
GULARTE,2,0.0031,,7,ETRALUG,E,T,R,A,L,U,G,,,,,,,,,
GURJAO,2,0.0031,,6,OAJRUG,O,A,J,R,U,G,,,,,,,,,,
GUSMAN,2,0.0031,,6,NAMSUG,N,A,M,S,U,G,,,,,,,,,,
FORSTER,2,0.0031,,7,RETSROF,R,E,T,S,R,O,F,,,,,,,,,
FORNARI,2,0.0031,,7,IRANROF,I,R,A,N,R,O,F,,,,,,,,,
PARRELA,2,0.0031,,7,ALERRAP,A,L,E,R,R,A,P,,,,,,,,,
FLAESCHEN,2,0.0031,,9,NEHCSEALF,N,E,H,C,S,E,A,L,F,,,,,,,
HOLLANDA,2,0.0031,,8,ADNALLOH,A,D,N,A,L,L,O,H,,,,,,,,
PALHEIRO,2,0.0031,,8,ORIEHLAP,O,R,I,E,H,L,A,P,,,,,,,,
PALAU,2,0.0031,,5,UALAP,U,A,L,A,P,,,,,,,,,,,
HORAS,2,0.0031,,5,SAROH,S,A,R,O,H,,,,,,,,,,,
PALACIO,2,0.0031,,7,OICALAP,O,I,C,A,L,A,P,,,,,,,,,
HORNINK,2,0.0031,,7,KNINROH,K,N,I,N,R,O,H,,,,,,,,,
PAGLIA,2,0.0031,,6,AILGAP,A,I,L,G,A,P,,,,,,,,,,
PAGANOTTI,2,0.0031,IT,9,ITTONAGAP,I,T,T,O,N,A,G,A,P,,,,,,,
FLACH,2,0.0031,,5,HCALF,H,C,A,L,F,,,,,,,,,,,
PALOMO,2,0.0031,,6,OMOLAP,O,M,O,L,A,P,,,,,,,,,,
PADOVAN,2,0.0031,,7,NAVODAP,N,A,V,O,D,A,P,,,,,,,,,
HUGUENIN,2,0.0031,,8,NINEUGUH,N,I,N,E,U,G,U,H,,,,,,,,
PACHA,2,0.0031,,5,AHCAP,A,H,C,A,P,,,,,,,,,,,
FIRMO,2,0.0031,,5,OMRIF,O,M,R,I,F,,,,,,,,,,,
RAIOL,2,0.0031,,5,LOIAR,L,O,I,A,R,,,,,,,,,,,
FIRMEZA,2,0.0031,,7,AZEMRIF,A,Z,E,M,R,I,F,,,,,,,,,
OZORIO,2,0.0031,,6,OIROZO,O,I,R,O,Z,O,,,,,,,,,,
IBIAPINA,2,0.0031,,8,ANIPAIBI,A,N,I,P,A,I,B,I,,,,,,,,
RABONI,2,0.0031,IT,6,INOBAR,I,N,O,B,A,R,,,,,,,,,,
PALUDO,2,0.0031,,6,ODULAP,O,D,U,L,A,P,,,,,,,,,,
PARNES,2,0.0031,,6,SENRAP,S,E,N,R,A,P,,,,,,,,,,
PARANAIBA,2,0.0031,,9,ABIANARAP,A,B,I,A,N,A,R,A,P,,,,,,,
HECKTHEUER,2,0.0031,,10,REUEHTKCEH,R,E,U,E,H,T,K,C,E,H,,,,,,
HEDLER,2,0.0031,,6,RELDEH,R,E,L,D,E,H,,,,,,,,,,
PARIZOTTO,2,0.0031,IT,9,OTTOZIRAP,O,T,T,O,Z,I,R,A,P,,,,,,,
QUINTANS,2,0.0031,,8,SNATNIUQ,S,N,A,T,N,I,U,Q,,,,,,,,
HEIZER,2,0.0031,,6,REZIEH,R,E,Z,I,E,H,,,,,,,,,,
PAREDES,2,0.0031,,7,SEDERAP,S,E,D,E,R,A,P,,,,,,,,,
QUINTINO,2,0.0031,,8,ONITNIUQ,O,N,I,T,N,I,U,Q,,,,,,,,
FONTINELE,2,0.0031,,9,ELENITNOF,E,L,E,N,I,T,N,O,F,,,,,,,
PARANAGUA,2,0.0031,,9,AUGANARAP,A,U,G,A,N,A,R,A,P,,,,,,,
RABBANI,2,0.0031,,7,INABBAR,I,N,A,B,B,A,R,,,,,,,,,
PARAISO,2,0.0031,,7,OSIARAP,O,S,I,A,R,A,P,,,,,,,,,
HERINGER,2,0.0031,DE,8,REGNIREH,R,E,G,N,I,R,E,H,,,,,,,,
PARA,2,0.0031,,4,ARAP,A,R,A,P,,,,,,,,,,,,
FONTANIVE,2,0.0031,,9,EVINATNOF,E,V,I,N,A,T,N,O,F,,,,,,,
PANTALEAO,2,0.0031,,9,OAELATNAP,O,A,E,L,A,T,N,A,P,,,,,,,
PANCERI,2,0.0031,,7,IRECNAP,I,R,E,C,N,A,P,,,,,,,,,
PAMPONET,2,0.0031,FR,8,TENOPMAP,T,E,N,O,P,M,A,P,,,,,,,,
FOLETTO,2,0.0031,IT,7,OTTELOF,O,T,T,E,L,O,F,,,,,,,,,
GUEIROS,2,0.0031,,7,SORIEUG,S,O,R,I,E,U,G,,,,,,,,,
GUBERT,2,0.0031,,6,TREBUG,T,R,E,B,U,G,,,,,,,,,,
LANDIN,2,0.0031,,6,NIDNAL,N,I,D,N,A,L,,,,,,,,,,
